10	10	0.62	0.11	0.19	203.50
10	15	0.63	0.16	0.26	315.98
10	20	0.64	0.21	0.32	242.09
10	25	0.62	0.25	0.36	299.29
10	30	0.64	0.31	0.42	248.10
10	35	0.64	0.36	0.46	242.16
10	40	0.63	0.41	0.50	342.97
