10	10	13.38	3.05	4.97	4586.53
10	15	12.56	4.24	6.34	4685.84
10	20	11.84	5.30	7.32	3778.04
10	25	11.29	6.30	8.09	4632.25
10	30	10.84	7.18	8.64	4277.48
10	35	10.50	8.03	9.10	4406.30
10	40	10.16	8.87	9.47	1765.54
