10	10	1.43	0.24	0.41	7062.77
10	15	6.98	2.14	3.28	7130.67
10	20	8.77	3.56	5.06	5060.75
10	25	9.40	4.74	6.30	4844.92
10	30	9.65	5.81	7.25	4817.48
10	35	9.70	6.85	8.03	4873.97
10	40	9.69	7.78	8.63	6991.06
