10	10	16.33	3.92	6.32	5591.74
10	15	14.96	5.23	7.75	3525.76
10	20	13.99	6.44	8.82	2955.30
10	25	13.19	7.50	9.56	3853.87
10	30	12.56	8.44	10.10	4292.80
10	35	11.97	9.33	10.49	2950.38
10	40	11.47	10.14	10.76	3573.24
