10	10	6.37	1.13	1.92	278.82
10	15	6.16	1.60	2.54	278.90
10	20	5.95	2.06	3.06	280.73
10	25	5.92	2.56	3.57	279.20
10	30	5.80	3.02	3.97	284.48
10	35	5.64	3.41	4.25	287.19
10	40	5.47	3.77	4.46	283.26
