10	10	10.25	2.52	4.05	8230.26
10	15	9.52	3.45	5.06	6584.90
10	20	9.09	4.35	5.88	10218.15
10	25	8.65	5.18	6.48	10220.27
10	30	8.32	5.90	6.90	9441.25
10	35	8.03	6.59	7.24	7513.33
10	40	7.76	7.26	7.50	7496.45
