10	10	0.66	0.12	0.20	2241.16
10	15	0.88	0.22	0.35	2215.08
10	20	0.94	0.31	0.47	2236.57
10	25	0.96	0.39	0.55	2342.51
10	30	0.96	0.46	0.62	2544.49
10	35	0.96	0.53	0.68	2555.72
10	40	0.95	0.61	0.74	2564.10
