10	10	16.25	0.18	0.36	654.38
10	20	17.11	0.32	0.63	657.18
10	15	17.24	0.29	0.57	657.74
10	25	17.40	0.38	0.74	657.69
10	30	16.75	0.40	0.78	657.90
10	35	16.80	0.42	0.82	658.74
10	40	18.25	0.49	0.95	93.16
