10	10	17.50	4.22	6.80	3479.81
10	15	15.91	5.72	8.41	3644.32
10	20	14.79	6.99	9.49	2270.11
10	25	13.94	8.18	10.31	2246.08
10	30	13.25	9.19	10.85	2417.44
10	35	12.67	10.16	11.28	2257.06
10	40	12.15	11.02	11.56	2450.81
